c [mM],best Homo,best Hetero,MC 95% Homo lo,MC 95% Homo hi,MC 95% Hetero lo,MC 95% Hetero hi
1.0,8.82133326829859,9.164577607475037,8.671972261239079,8.9706942753581,9.002200158488364,9.32695505646171
1.0471285480508996,8.768324960902731,9.113564891761108,8.616872753674594,8.919777168130869,8.949751489617805,9.27737829390441
1.096478196143185,8.713359696252835,9.060670302105,8.560606067226516,8.866113325279155,8.894975993732983,9.226364610477019
1.1481536214968828,8.65638846064398,9.005846713726001,8.500601492674507,8.812175428613452,8.838734925252403,9.172958502199599
1.202264434617413,8.597364479405753,8.949049198113363,8.439141640960933,8.755587317850573,8.78076848144774,9.117329914778985
1.2589254117941673,8.536242756941132,8.890234552311076,8.375612516799654,8.69687299708261,8.720222034047001,9.060247070575151
1.318256738556407,8.472977756480791,8.829358967102964,8.307952662701116,8.638002850260467,8.657647938291703,9.001069995914225
1.3803842646028848,8.40752632754763,8.766380942087318,8.23954951667087,8.575503138424391,8.59274247259311,8.940019411581526
1.4454397707459274,8.339845628512652,8.701259195024928,8.168987647920538,8.510703609104766,8.524233129372618,8.878285260677238
1.5135612484362082,8.269899134360307,8.633958655590947,8.096111489838407,8.443686778882206,8.45410165882023,8.813815652361663
1.5848931924611136,8.197652310569604,8.564446124460009,8.020431073694088,8.37487354744512,8.382237109681567,8.74665513923845
1.6595869074375607,8.123071599913605,8.492689244562786,7.942883011419151,8.303260188408057,8.307318230834394,8.678060258291179
1.7378008287493754,8.04612679587865,8.41865885826431,7.862860511710895,8.229393080046403,8.228878708962512,8.608439007566108
1.8197008586099834,7.96679035834008,8.342328306164964,7.7784659028121705,8.15511481386799,8.149828795858776,8.534827816471152
1.9054607179632472,7.885039200016127,8.263675196126083,7.693688672753566,8.076389727278688,8.068333623285596,8.45901676896657
1.9952623149688795,7.800854591872958,8.182681290790919,7.60398766201736,7.997721521728556,7.9838715082708385,8.381491073311
2.0892961308540396,7.714220640871744,8.09933096710799,7.512438462121786,7.916002819621703,7.896977885170206,8.301684049045775
2.1877616239495525,7.625126218889348,8.013613126823886,7.418790859633184,7.831461578145513,7.808197465223277,8.219028788424495
2.290867652767773,7.533568324866241,7.925524540154443,7.322124348213548,7.745012301518934,7.716896412626182,8.134152667682704
2.3988329190194904,7.439546832281839,7.835064574909846,7.224604805962253,7.654488858601425,7.623107511969345,8.047021637850346
2.51188643150958,7.343065343021268,7.742236032332955,7.122730653390564,7.5634000326519715,7.526091932129967,7.958380132535943
2.6302679918953817,7.244138840157939,7.647052782390023,7.018523585343455,7.469754094972424,7.427489062357432,7.866616502422615
2.7542287033381663,7.142784584834246,7.549530643929021,6.912267587300499,7.373301582367993,7.325940781277071,7.773120506580971
2.884031503126606,7.039025015341505,7.449690268056483,6.803570802863086,7.274479227819923,7.221330056441453,7.678050479671513
3.019951720402016,6.932896069143381,7.347565445741303,6.693326319349349,7.172465818937414,7.1144128636112205,7.580718027871385
3.1622776601683795,6.824436844048062,7.243192756126552,6.579642962442576,7.069230725653548,7.006654263963714,7.47973124828939
3.311311214825911,6.713695982815524,7.136617940119784,6.464222377242442,6.963169588388605,6.895618043873442,7.3776178363661264
3.4673685045253166,6.600731354936333,7.0278955732863295,6.346260706344229,6.855202003528437,6.783248783287266,7.272542363285393
3.630780547701014,6.485604250737821,6.917083253488854,6.227222197029116,6.743986304446526,6.669206613900067,7.164959893077641
3.8018939632056115,6.368387761115658,6.804249976852606,6.104544612392628,6.632230909838688,6.55324625078025,7.055253702924963
3.9810717055349722,6.2491657671807825,6.6894751266158385,5.981668986415929,6.516662547945636,6.435402174607143,6.943548078624534
4.168693834703354,6.128025213532712,6.572840748827792,5.8564105491338445,6.399639877931579,6.314938631324136,6.830742866331448
4.36515832240166,6.005058345340487,6.454433795302127,5.729008107406006,6.281108583274968,6.193683911393819,6.715183679210435
4.570881896148751,5.880365564529343,6.33434898931906,5.601856515265795,6.15887461379289,6.070440262991136,6.598257715646984
4.786300923226384,5.754076881255447,6.212710290415492,5.472411171603589,6.035742590907304,5.946107241636054,6.47931333919493
5.011872336272724,5.62638359390772,6.089702591614357,5.341889955904769,5.910877231910671,5.821425365641861,6.357979817586852
5.248074602497725,5.497415746663767,5.965449198181594,5.210477381860369,5.784354111467166,5.695120320075633,6.235778076287556
5.495408738576245,5.367314667330891,5.840084390646792,5.078762014241042,5.65586732042074,5.5693946377368855,6.110774143556699
5.7543993733715695,5.236188210943468,5.713708697502849,4.946875057368219,5.525501364518718,5.441722903269071,5.985694491736627
6.025595860743578,5.104158747019115,5.586436915366647,4.814227237079896,5.394090256958334,5.313540874099722,5.859332956633573
6.309573444801933,4.971366617398549,5.458401603338437,4.680039775983513,5.262693458813585,5.184937442336714,5.731865764340161
6.606934480075961,4.837951298414258,5.329734285050002,4.546247335304169,5.129655261524348,5.0560660909253095,5.603402479174694
6.918309709189364,4.704050635771438,5.20056472646316,4.411340386379362,4.996760885163513,4.927078102584982,5.4740513503413375
7.244359600749901,4.569824912345768,5.0710450492366475,4.276520847605598,4.863128977085939,4.798122173089118,5.3439679253841765
7.5857757502918375,4.435438321742824,4.9413312520590775,4.142615257729976,4.728261385755672,4.669778853005988,5.2128836511121674
7.943282347242816,4.301042367294928,4.811566659122159,4.007923405158742,4.594161329431113,4.541324115568969,5.081809202675348
8.31763771102671,4.16678886299609,4.68189497168592,3.8754034502134624,4.458174275778718,4.413302197313885,4.950487746057955
8.709635899560807,4.032842404377926,4.552472790151839,3.742915948566659,4.322768860189194,4.28592208957421,4.819023490729468
9.120108393559097,3.899356158934929,4.423445455637386,3.6112253885193284,4.18748692935053,4.15916769328316,4.6877232179916115
9.549925860214358,3.7664861610346443,4.294961395356296,3.4802411056523024,4.052731216416986,4.033198378246997,4.556724412465595
10.0,3.634394073980652,4.167174933837022,3.3510488090054023,3.917739338955902,3.9085279478849966,4.425821919789048
14.89795918367347,2.5449008176910377,3.1106700841719466,2.299657598921833,2.7901440364602426,2.891191167566171,3.3301490007777224
19.79591836734694,1.856320362927752,2.439913071639497,1.6478318776506538,2.0648088482048506,2.2539309520829214,2.625895191196073
