c [mM],best Homo,best Hetero,MC 68% Homo lo,MC 68% Homo hi,MC 68% Hetero lo,MC 68% Hetero hi
1.0,8.798670717062425,9.081521184970994,8.681208276809457,8.916133157315393,8.948875001635678,9.21416736830631
1.0471285480508996,8.759873915821977,9.044037910193763,8.642101625500512,8.877646206143442,8.911304224673076,9.17677159571445
1.096478196143185,8.719552990383015,9.005083168086966,8.602564857519722,8.836541123246308,8.872593421682996,9.137572914490935
1.1481536214968828,8.6776625007939,8.96461316946243,8.559852706314095,8.795472295273706,8.832738694269201,9.096487644655658
1.202264434617413,8.634156262406517,8.922583387581337,8.516402268196844,8.75191025661619,8.790902913177327,9.054263861985348
1.2589254117941673,8.588987975600157,8.87894918283715,8.471030798683616,8.706945152516697,8.746851956719928,9.011046408954373
1.318256738556407,8.542112154053898,8.833666725438544,8.423568538345526,8.66065576976227,8.701520432695995,8.965813018181093
1.3803842646028848,8.493482338155832,8.786691202652749,8.375239983517348,8.611724692794317,8.654644946576196,8.918737458729302
1.4454397707459274,8.443054589893,8.737980306926548,8.325463316714899,8.560645863071102,8.605141784339375,8.870818829513722
1.5135612484362082,8.390783104395693,8.687489840034477,8.273127789564416,8.50843841922697,8.554663227192627,8.820316452876327
1.5848931924611136,8.336625638685483,8.635179133782259,8.218459933958712,8.454791343412253,8.501962578670891,8.768395688893627
1.6595869074375607,8.280536256275841,8.581003785896767,8.162254715515141,8.398817797036541,8.44747393622455,8.714533635568984
1.7378008287493754,8.222475285937524,8.524925609401636,8.104560256278088,8.34039031559696,8.392144473880519,8.657706744922754
1.8197008586099834,8.1624031064334,8.466906407275681,8.044287660077293,8.280518552789507,8.334534739129092,8.599278075422271
1.9054607179632472,8.100279590941657,8.406907406111804,7.982587046508273,8.21797213537504,8.274251023012564,8.539563789211044
1.9952623149688795,8.036068921977845,8.344894059593297,7.91855839592081,8.15357944803488,8.21162406819652,8.478164050990076
2.0892961308540396,7.9697361405231675,8.280832585509794,7.852735429140092,8.086736851906243,8.147233441193672,8.414431729825916
2.1877616239495525,7.9012507774061405,8.214693584384635,7.783933555634233,8.018567999178048,8.08149605418108,8.34789111458819
2.290867652767773,7.830583215060576,8.146448387872024,7.713704124541951,7.947462305579202,8.013035874198595,8.279860901545453
2.3988329190194904,7.757709950346104,8.076074307657654,7.6415887160435405,7.873831184648668,7.942472525673951,8.209676089641357
2.51188643150958,7.682610747431948,8.003551773923977,7.566572779663975,7.798648715199921,7.870578903913168,8.136524643934786
2.6302679918953817,7.60526505892322,7.928860741634028,7.489095959667533,7.721434158178908,7.796051271196525,8.061670212071531
2.7542287033381663,7.525659354028457,7.851988003522055,7.4104302365112975,7.640888471545617,7.719928829424035,7.984047177620075
2.884031503126606,7.443782304853995,7.772922360982072,7.328626181979383,7.558938427728607,7.640445632584893,7.905399089379252
3.019951720402016,7.3596290743131085,7.691658896463965,7.244491598742268,7.474766549883949,7.559174975231739,7.82414281769619
3.1622776601683795,7.273198495451211,7.608196137317023,7.158886111727791,7.387510879174632,7.476208088900298,7.740184185733748
3.311311214825911,7.184495708056717,7.522538677105745,7.070167847004616,7.298823569108818,7.390278371593379,7.654798982618111
3.4673685045253166,7.0935302340792665,7.434695236091422,6.979319678304835,7.207740789853698,7.303072772775882,7.566317699406961
3.630780547701014,7.00031931566118,7.344681984872966,6.885917732395362,7.114720898926998,7.213519623397487,7.4758443463484445
3.8018939632056115,6.904883644647602,7.252518260254711,6.790638492631648,7.019128796663556,7.121584856261158,7.383451664248264
3.9810717055349722,6.807251475826586,7.158230665807895,6.693594756404555,6.920908195248617,7.027233014011511,7.2892283176042785
4.168693834703354,6.707459802069339,7.061854235522391,6.595334689182433,6.819584914956245,6.93134418656338,7.192364284481402
4.36515832240166,6.605550700779204,6.9634287701921735,6.493365862427119,6.717735539131288,6.83276040386541,7.094097136518937
4.570881896148751,6.501576418388373,6.863003913513442,6.390462495391768,6.612690341384978,6.73325095604146,6.992756870985423
4.786300923226384,6.395596062730659,6.760635837965351,6.285291842558287,6.505900282903031,6.631557524745182,6.88971415118552
5.011872336272724,6.287671200440592,6.656382837862424,6.178015547882311,6.397326852998872,6.5267249201378155,6.786040755587032
5.248074602497725,6.177872587349726,6.550312057781018,6.068734627604552,6.2870105470949,6.42108182328769,6.679542292274347
5.495408738576245,6.066285055862401,6.442504380561114,5.957386912897713,6.175183198827089,6.313854427042519,6.571154334079709
5.7543993733715695,5.952996343549988,6.333043259323633,5.844178477361733,6.061814209738244,6.204856382682404,6.461230135964861
6.025595860743578,5.838101200742285,6.222018831459746,5.7300897483949305,5.9461126530896395,6.093511872122283,6.350525790797208
6.309573444801933,5.72169896131372,6.109525498938538,5.614010245041297,5.829387677586143,5.981949939399406,6.237101058477671
6.606934480075961,5.603898175279072,5.99566657366178,5.49600561395947,5.711790736598674,5.86921134484308,6.12212180248048
6.918309709189364,5.484869892885726,5.880607577626999,5.378142563332226,5.591597222439226,5.755321325706268,6.00589382954773
7.244359600749901,5.364766021124451,5.764494618850142,5.259380797917119,5.470151244331783,5.6403585310289746,5.888630706671309
7.5857757502918375,5.24371932207933,5.6474544124486314,5.139402533877652,5.348036110281008,5.524204933171414,5.770703891725849
7.943282347242816,5.121848583695595,5.529599477391255,5.018292024650781,5.225405142740409,5.407757797394421,5.6514411573880885
8.31763771102671,4.999272277364542,5.411041823186595,4.8965908593498595,5.101953695379225,5.290393495722881,5.531690150650309
8.709635899560807,4.876125731858384,5.291910155858968,4.774444049620174,4.977807414096594,5.17200944196209,5.411810869755846
