c [mM],best recog (Mg),best recog (Ca),MC 75% recog lo (Mg),MC 75% recog hi (Mg),MC 75% recog lo (Ca),MC 75% recog hi (Ca)
1.0,-0.2828504679085686,-0.34324433917644726,-0.30245373917038565,-0.26324719664675156,-0.3570162122251572,-0.3294724661277373
1.0471285480508996,-0.2841639943717862,-0.34523993085837645,-0.3038559438946282,-0.26447204484894415,-0.3591854078287109,-0.331294453888042
1.096478196143185,-0.2855301777039507,-0.3473106058521651,-0.3053182628158675,-0.26574209259203396,-0.3613913334864378,-0.3332298782178924
1.1481536214968828,-0.2869506686685295,-0.3494582530820214,-0.3068722019574919,-0.2670291353795671,-0.36371707290442545,-0.3351994332596173
1.202264434617413,-0.2884271251748203,-0.35168471870760953,-0.30846085149678304,-0.2683933988528575,-0.3661292037481392,-0.3372402336670799
1.2589254117941673,-0.2899612072369937,-0.35399179536994474,-0.31017118212364947,-0.26975123235033793,-0.3686030532271416,-0.3393805375127479
1.318256738556407,-0.2915545713846459,-0.3563812106221729,-0.31194161704226886,-0.27116752572702296,-0.37121166845401765,-0.3415507527903281
1.3803842646028848,-0.29320886449691663,-0.3588546145396876,-0.31377909646011926,-0.272638632533714,-0.3738749932682861,-0.3438342358110891
1.4454397707459274,-0.2949257170335482,-0.36141356651227596,-0.31568638794904746,-0.2741650461180489,-0.376647078430016,-0.34618005459453594
1.5135612484362082,-0.296706735638784,-0.3640595212306401,-0.3176061698212016,-0.27580730145636645,-0.37946835522561306,-0.34865068723566717
1.5848931924611136,-0.2985534950967761,-0.3667938138904052,-0.3196104594222464,-0.27749653077130576,-0.38246108075095586,-0.3511265470298546
1.6595869074375607,-0.30046752962092604,-0.3696176446491819,-0.3216946912814378,-0.2792403679604143,-0.38548980344920736,-0.35374548584915644
1.7378008287493754,-0.3024503234641127,-0.3725320623856607,-0.32387650358401743,-0.281024143344208,-0.38870411926501847,-0.356360005506303
1.8197008586099834,-0.3045033008422813,-0.3755379478248839,-0.3261562797023885,-0.2828503219821741,-0.39204880728424074,-0.3590270883655271
1.9054607179632472,-0.30662781517014714,-0.37863599610995635,-0.32847660978208326,-0.284779020558211,-0.3954342596773579,-0.3618377325425548
1.9952623149688795,-0.30882513761545205,-0.38182669891796106,-0.33089455993445416,-0.28675571529644994,-0.3988546241400106,-0.3647987736959115
2.0892961308540396,-0.31109644498662625,-0.3851103262362461,-0.33340643419131544,-0.28878645578193707,-0.4024627105295142,-0.36775794194297795
2.1877616239495525,-0.3134428069784949,-0.38848690793453766,-0.33600040647986384,-0.290885207477126,-0.4061450431999778,-0.37082877266909753
2.290867652767773,-0.31586517281144744,-0.3919562152882019,-0.33866024686086993,-0.29307009876202494,-0.4099232279223246,-0.3739892026540792
2.3988329190194904,-0.31836435731155,-0.395517742628007,-0.34141450472681445,-0.29531420989628554,-0.4137935496369034,-0.37724193561911057
2.51188643150958,-0.3209410264920294,-0.39917068931168753,-0.3442842683226086,-0.29759778466145015,-0.4178117643920116,-0.38052961423136344
2.6302679918953817,-0.32359568271080796,-0.4029139422320842,-0.3472926393793736,-0.2998987260422423,-0.4218756776852428,-0.3839522067789256
2.7542287033381663,-0.32632864949359774,-0.40674605909477535,-0.35038070653174636,-0.30227659245544913,-0.4260164457918121,-0.3874756723977386
2.884031503126606,-0.32914005612807706,-0.41066525271497856,-0.3535369252601641,-0.30474318699599,-0.430289585450101,-0.3910409199798561
3.019951720402016,-0.3320298221508562,-0.4146693765979217,-0.3567887107373189,-0.3072709335643935,-0.43466093044718757,-0.3946778227486558
3.1622776601683795,-0.3349976418658116,-0.41875591207849006,-0.360112202766669,-0.3098830809649542,-0.43912014816939404,-0.39839167598758607
3.311311214825911,-0.3380429690490274,-0.4229219573042604,-0.36353048998783133,-0.3125554481102235,-0.4437097908863197,-0.40213412372220114
3.4673685045253166,-0.34116500201215505,-0.4271642183499962,-0.3670855795442114,-0.3152444244800987,-0.4484355629956407,-0.4058928737043517
3.630780547701014,-0.3443626692117858,-0.4314790027510327,-0.37066809323721817,-0.3180572451863535,-0.45320399232457764,-0.4097540131774877
3.8018939632056115,-0.3476346156071095,-0.4358622157369485,-0.3743853970929054,-0.3208838341213136,-0.45804102543607317,-0.41368340603782383
3.9810717055349722,-0.3509791899813086,-0.440309359435056,-0.37821799827065705,-0.3237403816919602,-0.4629489364359196,-0.4176697824341924
4.168693834703354,-0.3543944334530522,-0.44481553529508044,-0.3821645460242298,-0.32662432088187465,-0.467951374109846,-0.4216796964803149
4.36515832240166,-0.35787806941296996,-0.44937544996164025,-0.3861853509491142,-0.3295707878768257,-0.47305861304168473,-0.42569228688159577
4.570881896148751,-0.3614274951250689,-0.4539834247897172,-0.39026198279280133,-0.33259300745733644,-0.47821395903842845,-0.42975289054100596
4.786300923226384,-0.3650397752346919,-0.45863340916004525,-0.3944038548166864,-0.3356756956526974,-0.48340536671473955,-0.43386145160535095
5.011872336272724,-0.368711637421832,-0.46331899770663654,-0.39868057332521856,-0.33874270151844543,-0.48865319323834533,-0.43798480217492775
5.248074602497725,-0.3724394704312921,-0.4680334515178268,-0.40303566418401937,-0.34184327667856484,-0.4940393600520523,-0.44202754298360136
5.495408738576245,-0.3762193246987131,-0.47276972331590095,-0.40747486434603264,-0.3449637850513936,-0.49947680986466736,-0.44606263676713453
5.7543993733715695,-0.3800469157736446,-0.4775204865593805,-0.41201124361684593,-0.3480825879304432,-0.5049437744125485,-0.45009719870621256
6.025595860743578,-0.38391763071746077,-0.48227816834753234,-0.4166428028676288,-0.35119245856729275,-0.5104434870608152,-0.45411284963424947
6.309573444801933,-0.387826537624818,-0.48703498593988837,-0.4213368873791512,-0.3543161878704848,-0.515839709900864,-0.4582302619789127
6.606934480075961,-0.39176839838270805,-0.4917829866357435,-0.42605103374761155,-0.35748576301780455,-0.5213425296563206,-0.46222344361516643
6.918309709189364,-0.395737684741273,-0.49651409069172203,-0.430878243456023,-0.36059712602652305,-0.5268446566702489,-0.46618352471319513
7.244359600749901,-0.3997285977256908,-0.5012201368908791,-0.4357768875672057,-0.36368030788417594,-0.5323757553218471,-0.47006451845991104
7.5857757502918375,-0.40373509036930155,-0.5058929303162536,-0.4407124464771097,-0.3667577342614934,-0.5378782395365951,-0.4739076210959121
7.943282347242816,-0.40775089369565976,-0.510524291827231,-0.4456767649548703,-0.3698250224364492,-0.5432577108804826,-0.47779087277397947
8.31763771102671,-0.41176954582205294,-0.5151061086898299,-0.45068115637541073,-0.37285793526869515,-0.5486594983873585,-0.48155271899230123
8.709635899560807,-0.41578442400058435,-0.5196303857739126,-0.45571944366804895,-0.37584940433311975,-0.5540184082761768,-0.4852423632716485
9.120108393559097,-0.4197887793563879,-0.5240892967024569,-0.46080582814202375,-0.3787717305707521,-0.5593971450136352,-0.48878144839127846
9.549925860214358,-0.4237757740271668,-0.5284752343216517,-0.46591446851441054,-0.3816370795399231,-0.564623141471367,-0.4923273271719363
10.0,-0.42773852035561255,-0.5327808598563699,-0.47097780726953276,-0.38449923344169235,-0.5697197615200559,-0.49584195819268395
14.89795918367347,-0.46002966095497033,-0.5657692664809089,-0.5146676815333309,-0.4053916403766098,-0.6113897039634981,-0.5201488289983196
19.79591836734694,-0.47943383344465396,-0.5835927087117452,-0.5435673034221215,-0.41530036346718646,-0.635736566941644,-0.5314488504818463
24.693877551020407,-0.49173899739473415,-0.5939381904797412,-0.5639966980818756,-0.4194812967075927,-0.6518016407151513,-0.536074740244331
29.591836734693878,-0.4998717438872595,-0.6011086633944551,-0.5786944102404112,-0.4210490775341078,-0.6628031386026602,-0.5394141881862501
34.48979591836735,-0.5054891785746047,-0.6072262753202493,-0.589787956427394,-0.4211904007218155,-0.6703407203653393,-0.5441118302751593
39.38775510204081,-0.5101795311309067,-0.6124947078028558,-0.5985404802017584,-0.42181858206005507,-0.6765872002871198,-0.5484022153185917
44.285714285714285,-0.514341079717169,-0.6170691867049252,-0.6055897841940285,-0.42309237524030946,-0.6818759453641674,-0.5522624280456829
49.183673469387756,-0.5180521314597892,-0.6210720789022761,-0.6114037221340003,-0.4247005407855782,-0.6864585533818464,-0.5556856044227059
54.08163265306123,-0.5213776482703618,-0.6246002429722282,-0.6162516457086535,-0.42650365083207004,-0.6904588787149599,-0.5587416072294964
58.9795918367347,-0.5243716559552662,-0.6277308234662042,-0.6203215684931553,-0.4284217434173771,-0.6939913407772529,-0.5614703061551556
63.87755102040816,-0.5270792052056568,-0.6305257237572466,-0.623869197812029,-0.4302892125992846,-0.6971446079294483,-0.5639068395850448
68.77551020408163,-0.5295379910858387,-0.6330350178148643,-0.627061913848237,-0.4320140683234403,-0.6999793322233498,-0.5660907034063787
73.6734693877551,-0.5317796825863703,-0.635299542346973,-0.6299508981218012,-0.4336084670509395,-0.7025216984911373,-0.5680773862028086
78.57142857142857,-0.5338310060115745,-0.6373528686440997,-0.6325769984179986,-0.4350850136051504,-0.7048086679343815,-0.5698970693538179
83.46938775510205,-0.5357146234677534,-0.6392228090781247,-0.6349592844267449,-0.436469962508762,-0.706884103246336,-0.5715615149099134
88.36734693877551,-0.5374498437371322,-0.640932575115956,-0.6371306541983967,-0.4377690332758678,-0.7087759075481433,-0.5730892426837687
93.26530612244898,-0.5390531976218096,-0.642501673745806,-0.6391239382214327,-0.4389824570221865,-0.7105059962037712,-0.5744973512878409
98.16326530612245,-0.5405389044290341,-0.6439466066075301,-0.640962077473832,-0.4401157313842361,-0.7120926422452584,-0.5758005709698019
103.06122448979592,-0.5419192512851563,-0.6452814194021199,-0.6426624620246931,-0.44117604054561943,-0.7135402794738973,-0.5770225593303425
107.9591836734694,-0.5432049026791623,-0.6465181369008048,-0.644239981379438,-0.4421698239788866,-0.7148737483357717,-0.578162525465838
112.85714285714286,-0.5444051540932269,-0.6476671099098086,-0.645707457831882,-0.44310285035457175,-0.7161036716571401,-0.5792305481624771
117.75510204081633,-0.5455281407166344,-0.648737293978602,-0.6470548588441289,-0.44400142258913977,-0.7172129156401862,-0.5802616723170179
122.6530612244898,-0.5465810099608377,-0.6497364748078263,-0.6482975209490592,-0.44486449897261615,-0.7182459004388307,-0.5812270491768218
127.55102040816327,-0.5475700646930033,-0.6506714517401426,-0.6494605549094608,-0.4456795744765458,-0.7192102135846268,-0.5821326898956585
132.44897959183675,-0.5485008826879594,-0.6515481880588303,-0.6505513664198856,-0.4464503989560331,-0.7201124702311478,-0.5829839058865128
137.3469387755102,-0.5493784166842306,-0.6523719348282033,-0.6515764715058647,-0.44718036186259646,-0.7209565363896969,-0.5837873332667097
142.24489795918367,-0.550207078553079,-0.6531473335089242,-0.6525416261036255,-0.44787253100253255,-0.7217534715585578,-0.5845411954592905
147.14285714285714,-0.5509908103987238,-0.6538785014420201,-0.6534435725472054,-0.4485380482502421,-0.722521967641484,-0.5852350352425562
152.0408163265306,-0.5517331448620078,-0.6545691034248002,-0.6543277656889238,-0.4491385240350917,-0.7232468440596065,-0.585891362789994
156.9387755102041,-0.5524372564672162,-0.6552224119322454,-0.6551791345108612,-0.4496953784235712,-0.7239206719410863,-0.5865241519234045
161.83673469387756,-0.5531060055075998,-0.6558413580189599,-0.6559865365013932,-0.45022547451380646,-0.7245573658440713,-0.5871253501938486
166.73469387755102,-0.5537419756904973,-0.6564285745330052,-0.6567532868819452,-0.4507306644990494,-0.7251606409467108,-0.5876965081192995
171.6326530612245,-0.5543475065427517,-0.6569864329563857,-0.6574823761858997,-0.45121263689960367,-0.725733058128012,-0.5882398077847594
176.53061224489795,-0.554924721399984,-0.657517074937501,-0.6581765090099925,-0.4516729337899754,-0.7262679639892732,-0.5887661858857288
181.42857142857144,-0.5554755516601739,-0.6580224393831151,-0.6588381373510767,-0.4521129659692712,-0.7267557799680344,-0.5892890987981958
