c [mM],best recog (Mg),best recog (Ca),MC 95% recog lo (Mg),MC 95% recog hi (Mg),MC 95% recog lo (Ca),MC 95% recog hi (Ca)
1.0,-0.2828504679085686,-0.34324433917644726,-0.3219257048493803,-0.24377523096775686,-0.3660896859883757,-0.3203989923645188
1.0471285480508996,-0.2841639943717862,-0.34523993085837645,-0.32343563834849903,-0.24489235039507334,-0.3683936418498105,-0.3220862198669424
1.096478196143185,-0.2855301777039507,-0.3473106058521651,-0.32498623604691546,-0.24607411936098603,-0.37078197943725133,-0.3238392322670789
1.1481536214968828,-0.2869506686685295,-0.3494582530820214,-0.3267454690795451,-0.24715586825751384,-0.3731410734677424,-0.3257754326963004
1.202264434617413,-0.2884271251748203,-0.35168471870760953,-0.32857653502115836,-0.24827771532848217,-0.37570487956899595,-0.3276645578462231
1.2589254117941673,-0.2899612072369937,-0.35399179536994474,-0.33039930279157304,-0.24952311168241437,-0.3783482378696923,-0.3296353528701972
1.318256738556407,-0.2915545713846459,-0.3563812106221729,-0.33225692912119686,-0.25085221364809496,-0.38103826394325513,-0.3317241573010906
1.3803842646028848,-0.29320886449691663,-0.3588546145396876,-0.33419337731371535,-0.2522243516801179,-0.38393290066809777,-0.3337763284112774
1.4454397707459274,-0.2949257170335482,-0.36141356651227596,-0.3362794009805571,-0.2535720330865393,-0.3869251885414543,-0.3359019444830976
1.5135612484362082,-0.296706735638784,-0.3640595212306401,-0.3384973906474045,-0.2549160806301636,-0.3899567123632887,-0.3381623300979915
1.5848931924611136,-0.2985534950967761,-0.3667938138904052,-0.34080168811782807,-0.2563053020757241,-0.39305546672835623,-0.3405321610524542
1.6595869074375607,-0.30046752962092604,-0.3696176446491819,-0.34319477605283455,-0.25774028318901754,-0.39625917989660825,-0.34297610940175555
1.7378008287493754,-0.3024503234641127,-0.3725320623856607,-0.34562513804155187,-0.25927550888667356,-0.39956699038884935,-0.3454971343824721
1.8197008586099834,-0.3045033008422813,-0.3755379478248839,-0.3481394882235138,-0.26086711346104874,-0.4030568699043852,-0.3480190257453826
