c [mM],best recog (Mg),best recog (Ca),MC 68% recog lo (Mg),MC 68% recog hi (Mg),MC 68% recog lo (Ca),MC 68% recog hi (Ca)
1.0,-0.2828504679085686,-0.34324433917644726,-0.29886602911912846,-0.26683490669800874,-0.3551495353258785,-0.331339143027016
1.0471285480508996,-0.2841639943717862,-0.34523993085837645,-0.30026219045801256,-0.2680657982855598,-0.3572895337947953,-0.33319032792195763
1.096478196143185,-0.2855301777039507,-0.3473106058521651,-0.30173352067576586,-0.2693268347321356,-0.3595230956548496,-0.33509811604948064
1.1481536214968828,-0.2869506686685295,-0.3494582530820214,-0.30325268279392614,-0.2706486545431328,-0.36174909199235195,-0.3371674141716908
1.202264434617413,-0.2884271251748203,-0.35168471870760953,-0.3048617000878846,-0.27199255026175595,-0.3641072184400402,-0.3392622189751789
1.2589254117941673,-0.2899612072369937,-0.35399179536994474,-0.3065267718042783,-0.2733956426697091,-0.36657568972424664,-0.34140790101564283
1.318256738556407,-0.2915545713846459,-0.3563812106221729,-0.3082847177548642,-0.2748244250144276,-0.36915225921249456,-0.3436101620318512
1.3803842646028848,-0.29320886449691663,-0.3588546145396876,-0.31011714526551953,-0.27630058372831373,-0.3717550023177169,-0.34595422676165827
1.4454397707459274,-0.2949257170335482,-0.36141356651227596,-0.31199442835318725,-0.27785700571390914,-0.37446903016034355,-0.3483581028642084
1.5135612484362082,-0.296706735638784,-0.3640595212306401,-0.31397849509649167,-0.2794349761810764,-0.37728322305774215,-0.3508358194035381
1.5848931924611136,-0.2985534950967761,-0.3667938138904052,-0.3160091733512293,-0.2810978168423229,-0.38022990720480415,-0.3533577205760063
1.6595869074375607,-0.30046752962092604,-0.3696176446491819,-0.31807926253496527,-0.2828557967068868,-0.3832806839310141,-0.3559546053673497
1.7378008287493754,-0.3024503234641127,-0.3725320623856607,-0.3202248285694352,-0.28467581835879024,-0.386436139727456,-0.35862798504386545
1.8197008586099834,-0.3045033008422813,-0.3755379478248839,-0.3224594820292529,-0.28654711965530966,-0.38965655991542214,-0.3614193357343457
1.9054607179632472,-0.30662781517014714,-0.37863599610995635,-0.3247598377348879,-0.28849579260540636,-0.3929781366762317,-0.364293855543681
1.9952623149688795,-0.30882513761545205,-0.38182669891796106,-0.32712217536356497,-0.29052809986733913,-0.3963967205426689,-0.36725667729325323
2.0892961308540396,-0.31109644498662625,-0.3851103262362461,-0.32959062551019175,-0.29260226446306076,-0.399937713133337,-0.3702829393391552
2.1877616239495525,-0.3134428069784949,-0.38848690793453766,-0.3321994798690215,-0.29468613408796834,-0.40359622400675094,-0.3733775918623244
2.290867652767773,-0.31586517281144744,-0.3919562152882019,-0.3348611566175333,-0.2968691890053616,-0.4074120220241547,-0.3765004085522491
2.3988329190194904,-0.31836435731155,-0.395517742628007,-0.33763633179758673,-0.29909238282551326,-0.41125554291705335,-0.3797799423389606
2.51188643150958,-0.3209410264920294,-0.39917068931168753,-0.34041940514293406,-0.3014626478411247,-0.41522267658468975,-0.3831187020386853
2.6302679918953817,-0.32359568271080796,-0.4029139422320842,-0.34333866932411333,-0.3038526960975026,-0.41930764792075503,-0.3865202365434134
2.7542287033381663,-0.32632864949359774,-0.40674605909477535,-0.3463517013166148,-0.3063055976705807,-0.42351102537219815,-0.38998109281735255
2.884031503126606,-0.32914005612807706,-0.41066525271497856,-0.3494472905481116,-0.30883282170804255,-0.42779075775259107,-0.39353974767736605
3.019951720402016,-0.3320298221508562,-0.4146693765979217,-0.3526753427159883,-0.31138430158572405,-0.43217025223232275,-0.39716850096352063
3.1622776601683795,-0.3349976418658116,-0.41875591207849006,-0.35607207509578914,-0.31392320863583406,-0.43664114989051983,-0.4008706742664603
3.311311214825911,-0.3380429690490274,-0.4229219573042604,-0.35949214374943483,-0.31659379434862,-0.44119717451205376,-0.40464674009646706
3.4673685045253166,-0.34116500201215505,-0.4271642183499962,-0.3629626881003266,-0.3193673159239835,-0.4458512785282295,-0.4084771581717629
3.630780547701014,-0.3443626692117858,-0.4314790027510327,-0.3664984634950076,-0.32222687492856406,-0.45054544690694454,-0.4124125585951208
3.8018939632056115,-0.3476346156071095,-0.4358622157369485,-0.3701209060437844,-0.3251483251704346,-0.455366327893909,-0.416358103579988
3.9810717055349722,-0.3509791899813086,-0.440309359435056,-0.3739766616322325,-0.32798171833038475,-0.460253978979997,-0.420364739890115
4.168693834703354,-0.3543944334530522,-0.44481553529508044,-0.3778659243462406,-0.3309229425598638,-0.4652236071681738,-0.4244074634219871
4.36515832240166,-0.35787806941296996,-0.44937544996164025,-0.38186057253326566,-0.33389556629267425,-0.47024994882065896,-0.42850095110262154
4.570881896148751,-0.3614274951250689,-0.4539834247897172,-0.3859020825111968,-0.336952907738941,-0.47536021686615754,-0.4326066327132769
4.786300923226384,-0.3650397752346919,-0.45863340916004525,-0.39000740302079323,-0.34007214744859054,-0.48051861427417353,-0.43674820404591697
5.011872336272724,-0.368711637421832,-0.46331899770663654,-0.39421566191296914,-0.34320761293069485,-0.4857612463026265,-0.44087674911064656
5.248074602497725,-0.3724394704312921,-0.4680334515178268,-0.39849356436290123,-0.346385376499683,-0.4909938107005878,-0.44507309233506587
5.495408738576245,-0.3762193246987131,-0.47276972331590095,-0.402811003285937,-0.3496276461114892,-0.4962239954033226,-0.44931545122847927
5.7543993733715695,-0.3800469157736446,-0.4775204865593805,-0.4072058063001712,-0.35288802524711793,-0.5015153078268736,-0.4535256652918874
6.025595860743578,-0.38391763071746077,-0.48227816834753234,-0.4116531081445056,-0.3561821532904159,-0.5067873353114333,-0.4577690013836314
6.309573444801933,-0.387826537624818,-0.48703498593988837,-0.41624729898069573,-0.35940577626894027,-0.5120690752316823,-0.4620008966480944
6.606934480075961,-0.39176839838270805,-0.4917829866357435,-0.4208592768010012,-0.3626775199644149,-0.5174417477725632,-0.46612422549892374
6.918309709189364,-0.395737684741273,-0.49651409069172203,-0.42550379235110664,-0.3659715771314394,-0.5227380039537012,-0.47029017742974294
7.244359600749901,-0.3997285977256908,-0.5012201368908791,-0.43023588558909703,-0.3692213098622846,-0.5280981435276555,-0.47434213025410266
7.5857757502918375,-0.40373509036930155,-0.5058929303162536,-0.435031375199509,-0.3724388055390941,-0.533427599376703,-0.4783582612558042
7.943282347242816,-0.40775089369565976,-0.510524291827231,-0.43981151088280945,-0.37569027650851006,-0.5387676979946524,-0.48228088565980964
