c [mM],best Homo,best Hetero,MC 68% Homo lo,MC 68% Homo hi,MC 68% Hetero lo,MC 68% Hetero hi
1.0,8.82133326829859,9.164577607475037,8.742188057872847,8.900478478724333,9.079007310702629,9.250147904247445
1.0471285480508996,8.768324960902731,9.113564891761108,8.688593302095606,8.848056619709856,9.027458969598463,9.199670813923753
1.096478196143185,8.713359696252835,9.060670302105,8.633192588110479,8.793526804395192,8.973575461212839,9.147765142997162
1.1481536214968828,8.65638846064398,9.005846713726001,8.575173501195467,8.737603420092492,8.917204787017614,9.094488640434388
1.202264434617413,8.597364479405753,8.949049198113363,8.51470129603315,8.680027662778356,8.859560212903725,9.038538183323
1.2589254117941673,8.536242756941132,8.890234552311076,8.451744908184738,8.620740605697526,8.800260439777391,8.980208664844762
1.318256738556407,8.472977756480791,8.829358967102964,8.386626315853606,8.559329197107976,8.738826114403826,8.919891819802102
1.3803842646028848,8.40752632754763,8.766380942087318,8.32028985411602,8.494762800979242,8.675287915070516,8.85747396910412
1.4454397707459274,8.339845628512652,8.701259195024928,8.251345913825386,8.428345343199918,8.608856821543691,8.793661568506165
1.5135612484362082,8.269899134360307,8.633958655590947,8.179517095432137,8.360281173288476,8.54037671561224,8.727540595569653
1.5848931924611136,8.197652310569604,8.564446124460009,8.105836353021848,8.289468268117359,8.468852237272829,8.660040011647189
1.6595869074375607,8.123071599913605,8.492689244562786,8.029381025634803,8.216762174192406,8.395180336030856,8.590198153094716
1.7378008287493754,8.04612679587865,8.41865885826431,7.949944472546424,8.142309119210875,8.320079488793654,8.517238227734966
1.8197008586099834,7.96679035834008,8.342328306164964,7.869677748664153,8.063902968016006,8.24199631577799,8.442660296551937
1.9054607179632472,7.885039200016127,8.263675196126083,7.785770210343088,7.984308189689166,8.16247418142239,8.364876210829777
1.9952623149688795,7.800854591872958,8.182681290790919,7.699426138740818,7.902283045005098,8.079353111648121,8.286009469933717
2.0892961308540396,7.714220640871744,8.09933096710799,7.610319268754798,7.818122012988691,7.994539977558307,8.204121956657675
